soft_name,missing,TP,FN,FP,TN,optimal_th,Accuracy,precision,NPV,Sensitivity,Specificity,F1,MCC
Trap+SPIDEX_dpsi+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,6.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+Trap+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,6.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,9.000000,15.000000,5.000000,232.000000,6.0000,0.9234,0.6429,0.9393,0.3750,0.9789,0.4737,0.4539
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,5.000000,232.000000,6.0000,0.9349,0.7059,0.9508,0.5000,0.9789,0.5854,0.5608
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,9.000000,15.000000,5.000000,232.000000,6.0000,0.9234,0.6429,0.9393,0.3750,0.9789,0.4737,0.4539
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,5.000000,232.000000,6.0000,0.9349,0.7059,0.9508,0.5000,0.9789,0.5854,0.5608
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,9.000000,15.000000,3.000000,234.000000,6.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,7.000000,230.000000,6.0000,0.9272,0.6316,0.9504,0.5000,0.9705,0.5581,0.5233
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,7.000000,230.000000,6.0000,0.9272,0.6316,0.9504,0.5000,0.9705,0.5581,0.5233
CADD_splice+spliceAI,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,7.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
